StudentNo,100136499
System,basic
QueryNo,Rank,URL
3,0.0038289002637538704,portal.uea.ac.uk/en/graduationoffice/spring-graduation
3,0.003810340542591567,portal.uea.ac.uk/committee-office/uea-committees-and-boards/information-strategy-and-services-committee/information-strategy-and-services-committee-2017-2018
3,0.003810340542591567,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/information-strategy-and-services-committee/information-strategy-and-services-committee-2017-2018
3,0.0038037565177182404,portal.uea.ac.uk/committee-office
3,0.0038037565177182404,portal.uea.ac.uk/en/committee-office
3,0.003741105153452135,portal.uea.ac.uk/csed/learning-and-teaching1/learning-and-teaching-days/learning-teaching-day-2018
3,0.0037292642326985474,portal.uea.ac.uk/csed/csed-programme-2017-18/leadership-management-development-1
3,0.003675644936166904,portal.uea.ac.uk/estates/improving-your-campus/buildings-and-projects
3,0.003675644936166904,portal.uea.ac.uk/estates/improving-your-campus/future-works
3,0.003675644936166904,portal.uea.ac.uk/en/estates/improving-your-campus/buildings-and-projects
3,0.003675644936166904,portal.uea.ac.uk/en/estates/improving-your-campus/future-works
3,0.00364111174965087,portal.uea.ac.uk/committee-office/uea-committees-and-boards/learning-and-teaching-committee/learning-and-teaching-committee-membership
3,0.00364111174965087,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/learning-and-teaching-committee/learning-and-teaching-committee-membership
3,0.0035924367111783376,portal.uea.ac.uk/learning-and-teaching/staff/assessment/exams/timetabling
3,0.0035874152370511435,portal.uea.ac.uk/en/accommodation/summer
3,0.0035874152370511435,portal.uea.ac.uk/accommodation/summer
3,0.003547670473669941,portal.uea.ac.uk/csed/csed-programme-2017-18/research-3
3,0.0034962684287497695,portal.uea.ac.uk/learning-and-teaching/hubs
3,0.0034962684287497695,portal.uea.ac.uk/learning-and-teaching/hubs/
4,0.03012870089707807,portal.uea.ac.uk/csed/learning-and-teaching1/learning-and-teaching-days
4,0.02997107071530394,portal.uea.ac.uk/committee-office/uea-committees-and-boards/learning-and-teaching-committee/learning-and-teaching-committee-membership
4,0.02997107071530394,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/learning-and-teaching-committee/learning-and-teaching-committee-membership
4,0.028754024193900343,portal.uea.ac.uk/learning-and-teaching/staff/teaching/learning-teaching-day
4,0.02613161814964333,portal.uea.ac.uk/committee-office/uea-committees-and-boards/learning-and-teaching-committee
4,0.02613161814964333,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/learning-and-teaching-committee
4,0.02495178829026056,portal.uea.ac.uk/committee-office/uea-committees-and-boards
4,0.02495178829026056,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards
4,0.024901344100643777,portal.uea.ac.uk/learning-and-teaching/staff/teaching
4,0.024465942927925196,portal.uea.ac.uk/learning-and-teaching/staff/teaching/teaching-fellowships/selection-criteria
4,0.023808594716916216,portal.uea.ac.uk/learning-and-teaching/staff/new-staff/academic-roles
4,0.02255677682320006,portal.uea.ac.uk/learning-and-teaching/staff/teaching/innovation
4,0.02253949337415486,portal.uea.ac.uk/learning-and-teaching/learning-and-teaching-strategies
4,0.021903125724087244,portal.uea.ac.uk/learning-and-teaching/staff/teaching/teaching-fellowships
4,0.021867703232939666,portal.uea.ac.uk/learning-and-teaching/docs/learning-and-teaching
4,0.021681462390157797,portal.uea.ac.uk/learning-and-teaching/staff/new-staff/committees
4,0.021161979693374817,portal.uea.ac.uk/committee-office/uea-standing-orders-and-terms-of-reference
4,0.021161979693374817,portal.uea.ac.uk/en/committee-office/uea-standing-orders-and-terms-of-reference
4,0.020461391794870797,portal.uea.ac.uk/learning-and-teaching/documents
4,0.020461391794870797,portal.uea.ac.uk/learning-and-teaching/documents/
4,0.020045736619880444,portal.uea.ac.uk/learning-and-teaching/staff/teaching/recognition/
4,0.020045736619880444,portal.uea.ac.uk/learning-and-teaching/staff/teaching/recognition
4,0.02004121842711539,portal.uea.ac.uk/committee-office/uea-committees-and-boards/equality-and-diversity-committee
4,0.02004121842711539,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/equality-and-diversity-committee
4,0.01967224210518769,portal.uea.ac.uk/learning-and-teaching/staff/teaching/newsletter
