StudentNo,100136499
System,relfbk
QueryNo,Rank,URL
8,77,portal.uea.ac.uk/estates/travel-and-transport/-/asset_publisher/Tr4J1aZA2DXu/content/disruption-to-park-ride
8,78,portal.uea.ac.uk/en/estates/travel-and-transport/-/asset_publisher/Tr4J1aZA2DXu/content/disruption-to-park-ride
8,79,portal.uea.ac.uk/graduationoffice/summer-graduation/graduation-day-ceremony
8,80,portal.uea.ac.uk/en/graduationoffice/summer-graduation/graduation-day-ceremony
8,81,portal.uea.ac.uk/graduationoffice/summer-graduation/getting-here
8,82,portal.uea.ac.uk/en/graduationoffice/summer-graduation/getting-here
8,83,portal.uea.ac.uk/uea-retirement-association/events/walks
8,84,portal.uea.ac.uk/web/hub/uea-retirement-association/events/walks
8,85,portal.uea.ac.uk/en/uea-retirement-association/events/walks
8,86,portal.uea.ac.uk/uea-retirement-association/photo-gallery/-/document_library_display/ek3mM7YkWCJk/view/8094572
8,87,portal.uea.ac.uk/en/uea-retirement-association/photo-gallery/-/document_library_display/ek3mM7YkWCJk/view/8094572
8,88,portal.uea.ac.uk/rin/find-funding/internal-funding/nrp-translational-fund-page
8,89,portal.uea.ac.uk/en/rin/find-funding/internal-funding/nrp-translational-fund-page
8,90,portal.uea.ac.uk/estates/help-centre/maps
8,91,"portal.uea.ac.uk/information-services/strategy-planning-and-compliance/regulations-and-policies/it-regulations-and-policies/user-guidelines, Policy"
8,92,portal.uea.ac.uk/student-support-service/wellbeing/disability/whilst-you-are-here
8,93,portal.uea.ac.uk/en/student-support-service/wellbeing/disability/whilst-you-are-here
8,94,portal.uea.ac.uk/information-services/status/
8,95,portal.uea.ac.uk/estates/travel-and-transport/by-bike/cycle-security
8,96,portal.uea.ac.uk/en/estates/travel-and-transport/by-bike/cycle-security
8,97,portal.uea.ac.uk/student-support-service/wellbeing/disability/whilst-you-are-here/temporary-mobility-difficulties
8,98,portal.uea.ac.uk/en/student-support-service/wellbeing/disability/whilst-you-are-here/temporary-mobility-difficulties
8,99,portal.uea.ac.uk/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/freedom-of-information/disclosure-log/estates-and-building-matters/2017
8,100,portal.uea.ac.uk/en/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/freedom-of-information/disclosure-log/estates-and-building-matters/2017
9,1,portal.uea.ac.uk/itservices/corporate-systems/administrative/reporting/shared-dimensions/date-dim_date-
9,2,portal.uea.ac.uk/estates/improving-your-campus/future-works
9,3,portal.uea.ac.uk/estates/improving-your-campus/buildings-and-projects
9,4,portal.uea.ac.uk/en/estates/improving-your-campus/buildings-and-projects
9,5,portal.uea.ac.uk/en/estates/improving-your-campus/future-works
9,6,portal.uea.ac.uk/web/about/key-dates
9,7,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents/queens
9,8,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents/queens
9,9,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents/efry
9,10,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents/lsb
9,11,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents/lsb
9,12,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents/efry
9,13,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents/env
9,14,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents/cap
9,15,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents/cap
9,16,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents/env
9,17,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents/med
9,18,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents/bio
9,19,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents/bio
9,20,portal.uea.ac.uk/estates/building-design-guide/part-5
9,21,portal.uea.ac.uk/en/estates/building-design-guide/part-5
9,22,portal.uea.ac.uk/library/disabilities/buildings
9,23,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents/med
9,24,portal.uea.ac.uk/estates/building-design-guide
9,25,portal.uea.ac.uk/en/estates/building-design-guide
9,26,portal.uea.ac.uk/itservices/corporate-systems/administrative/reporting/postgraduate-research-reporting
9,27,portal.uea.ac.uk/estates/improving-your-campus/past-projects/bob-champion-research-and-education-building
9,28,portal.uea.ac.uk/en/estates/improving-your-campus/past-projects/bob-champion-research-and-education-building
9,29,portal.uea.ac.uk/web/about/sustainability/campus/buildings
9,30,portal.uea.ac.uk/estates/building-management
9,31,portal.uea.ac.uk/en/estates/building-management
9,32,portal.uea.ac.uk/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/freedom-of-information/disclosure-log/estates-and-building-matters
9,33,portal.uea.ac.uk/en/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/freedom-of-information/disclosure-log/estates-and-building-matters
9,34,portal.uea.ac.uk/web/about/sustainability/campus/buildings/low-carbon-campus
9,35,portal.uea.ac.uk/en/csed/learning-and-teaching1/uea-writing-cafe
9,36,portal.uea.ac.uk//csed/learning-and-teaching1/uea-writing-cafe
9,37,portal.uea.ac.uk/csed/learning-and-teaching1/uea-writing-cafe
9,38,portal.uea.ac.uk/learning-and-teaching/students/the-basics/directions
9,39,portal.uea.ac.uk/committee-office/uea-committees-and-boards/senate
9,40,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/senate
9,41,portal.uea.ac.uk/csed/learning-and-teaching1/uea-writing-cafe-platform-hootsuite
9,42,portal.uea.ac.uk/en/csed/learning-and-teaching1/uea-writing-cafe-platform-hootsuite
9,43,portal.uea.ac.uk/arm/marketing/website-and-portal-project/-/asset_publisher/7CxzkvCJEF4u/content/when-will-the-new-website-be-ready-completion-date-
9,44,portal.uea.ac.uk/en/arm/marketing/website-and-portal-project/-/asset_publisher/7CxzkvCJEF4u/content/when-will-the-new-website-be-ready-completion-date-
9,45,portal.uea.ac.uk/postgraduate-research/postgraduate-research-personal-and-professional-development-module-catalogue
9,46,portal.uea.ac.uk/en/postgraduate-research/events/ppd-online-directory
9,47,portal.uea.ac.uk/postgraduate-research/personal-and-professional-development-ppd/ppd-online-directory
9,48,portal.uea.ac.uk/en/postgraduate-research/personal-and-professional-development-ppd/ppd-online-directory
9,49,portal.uea.ac.uk/itservices/corporate-systems/administrative/reporting/cubes/cube_library_item
9,50,portal.uea.ac.uk/information-services/strategy-planning-and-compliance/isd-programme-of-work/projects-2012-13
9,51,portal.uea.ac.uk/en/information-services/strategy-planning-and-compliance/isd-programme-of-work/projects-2012-13
9,52,portal.uea.ac.uk/web/about/key-dates/semester-dates
9,53,portal.uea.ac.uk/itservices/corporate-systems/administrative/reporting/shared-dimensions/library-item
9,54,portal.uea.ac.uk/committee-office/semester-dates/archived-dates
9,55,portal.uea.ac.uk/en/committee-office/semester-dates/archived-dates
9,56,portal.uea.ac.uk/estates/help-centre/latest-news/-/asset_publisher/4y6W3ljN9SEH/content/academic-building-heating-guide
9,57,portal.uea.ac.uk/en/estates/help-centre/latest-news/-/asset_publisher/4y6W3ljN9SEH/content/academic-building-heating-guide
9,58,portal.uea.ac.uk/committee-office/semester-dates
9,59,portal.uea.ac.uk/en/committee-office/semester-dates
9,60,portal.uea.ac.uk/finance/abw/dates
9,61,portal.uea.ac.uk/en/finance/abw/dates
9,62,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/learning-and-teaching-committee
9,63,portal.uea.ac.uk/committee-office/uea-committees-and-boards/learning-and-teaching-committee
9,64,portal.uea.ac.uk/accommodation/key-dates
9,65,portal.uea.ac.uk/en/accommodation/key-dates
9,66,portal.uea.ac.uk/web/hub/committee-office/uea-committees-and-boards/student-experience-committee
9,67,portal.uea.ac.uk/committee-office/uea-committees-and-boards/student-experience-committee
9,68,portal.uea.ac.uk/en/nursery/dates-and-opening-times
9,69,portal.uea.ac.uk/nursery/dates-and-opening-times
9,70,portal.uea.ac.uk/en/uea-retirement-association/dates-for-your-diary
9,71,portal.uea.ac.uk/uea-retirement-association/dates-for-your-diary
9,72,portal.uea.ac.uk/csed/learning-and-teaching1/teachmeets
9,73,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents
9,74,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents/congregation-hall
9,75,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents/cd-annex
9,76,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents
9,77,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents/cd-annex
9,78,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents/congregation-hall
9,79,portal.uea.ac.uk/finance/insurance/building
9,80,portal.uea.ac.uk/en/finance/insurance/building
9,81,portal.uea.ac.uk/uss/intranet/safety-subjects/fire/peep/documents/lecture
9,82,portal.uea.ac.uk/en/uss/intranet/safety-subjects/fire/peep/documents/lecture
9,83,portal.uea.ac.uk/csed/csed-programme-2017-18/it-communications-technology-3
9,84,portal.uea.ac.uk/en/vco/intranet/registry-services/facilities
9,85,portal.uea.ac.uk/vco/intranet/registry-services/facilities
9,86,portal.uea.ac.uk/procurement/news
9,87,portal.uea.ac.uk/en/procurement/news
9,88,portal.uea.ac.uk/academic-calendar/semester-dates
9,89,portal.uea.ac.uk/web/about/sustainability/case-studies/crome-court
9,90,portal.uea.ac.uk/planningoffice/slc/year-abroad-form
9,91,portal.uea.ac.uk/en/planningoffice/slc/year-abroad-form
9,92,portal.uea.ac.uk/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/records-management/rrs-department-policies
9,93,portal.uea.ac.uk/en/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/records-management/rrs-department-policies
9,94,portal.uea.ac.uk/en/faculty-school-intranets/sci-intranet/technical-services/services/building-services
9,95,portal.uea.ac.uk/faculty-school-intranets/sci-intranet/technical-services/services/building-services
9,96,portal.uea.ac.uk/en/arm/people/profile/list/all/ce
9,97,portal.uea.ac.uk/arm/people/profile/list/all/ce/1
9,98,portal.uea.ac.uk/arm/people
9,99,portal.uea.ac.uk/arm/people/profile/list/all/ab/1
9,100,portal.uea.ac.uk/arm/people/profile/list/all/ce
10,1,portal.uea.ac.uk/csed/resources/labyrinth/book-of-reflection
10,2,portal.uea.ac.uk/en/csed/resources/labyrinth/book-of-reflection
10,3,portal.uea.ac.uk/itservices/corporate-systems/administrative/reporting/shared-dimensions/course-dim_course-
10,4,portal.uea.ac.uk/learning-and-teaching/staff/course-modules/closure
10,5,portal.uea.ac.uk/student-support-service/learning-enhancement/study-resources/academic-writing-study-skills/lectures-and-seminars
10,6,portal.uea.ac.uk/en/student-support-service/learning-enhancement/study-resources/academic-writing-study-skills/lectures-and-seminars
10,7,portal.uea.ac.uk/en/graduationoffice/registration
10,8,portal.uea.ac.uk/graduationoffice/registration
10,9,portal.uea.ac.uk/learning-and-teaching/staff/course-modules/proposals
10,10,portal.uea.ac.uk/learning-and-teaching/staff/course-modules/course-update/
10,11,portal.uea.ac.uk/learning-and-teaching/staff/course-modules/course-update
10,12,portal.uea.ac.uk/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/data-protection/data-protection-act-faqs
10,13,portal.uea.ac.uk/en/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/data-protection/data-protection-act-faqs
10,14,portal.uea.ac.uk/learning-and-teaching/students/modules-and-courses
10,15,portal.uea.ac.uk/learning-and-teaching/staff/course-modules/module-monitoring
10,16,portal.uea.ac.uk/learning-and-teaching/staff/course-modules/review
10,17,portal.uea.ac.uk/learning-and-teaching/docs/course-module
10,18,portal.uea.ac.uk/itservices/help/personal-filestore
10,19,portal.uea.ac.uk/learning-and-teaching/staff/course-modules
10,20,portal.uea.ac.uk/digital-voyager
10,21,portal.uea.ac.uk/learning-and-teaching/room-bookings
10,22,portal.uea.ac.uk/web/about/sustainability/blog/-/asset_publisher/ySKO7wbGdMr2/content/starting-the-cycle-to-work
10,23,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-rs2-
10,24,portal.uea.ac.uk/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/copyright/faqs
10,25,portal.uea.ac.uk/en/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/copyright/faqs
10,26,portal.uea.ac.uk/student-support-service/learning-enhancement/study-resources/maths-stats/numeracy/what-do-I-do-first-BODMAS
10,27,portal.uea.ac.uk/student-support-service/learning-enhancement/study-resources/maths-stats/numeracy/what-do-i-do-first-bodmas
10,28,portal.uea.ac.uk/vco/intranet/room-bookings/catering-bookings
10,29,portal.uea.ac.uk/en/vco/intranet/room-bookings/catering-bookings
10,30,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-pd3-
10,31,portal.uea.ac.uk/vco/intranet/room-bookings/how-to-book
10,32,portal.uea.ac.uk/en/vco/intranet/room-bookings/how-to-book
10,33,portal.uea.ac.uk/partnerships-office/uea-partnerships-handbook/validation/validation-of-new-courses
10,34,portal.uea.ac.uk/vco/intranet/room-bookings/out-of-hours-bookings
10,35,portal.uea.ac.uk/faculty-school-intranets/sci-intranet/technical-services/services/field/laptop-booking
10,36,portal.uea.ac.uk/en/faculty-school-intranets/sci-intranet/technical-services/services/field/laptop-booking
10,37,portal.uea.ac.uk/en/faculty-school-intranets/sci-intranet/technical-services/services/field/storage-booking
10,38,portal.uea.ac.uk/faculty-school-intranets/sci-intranet/technical-services/services/field/storage-booking
10,39,portal.uea.ac.uk/en/faculty-school-intranets/sci-intranet/technical-services/services/field/car-booking
10,40,portal.uea.ac.uk/en/faculty-school-intranets/sci-intranet/technical-services/services/field/sat-nav-booking
10,41,portal.uea.ac.uk/en/faculty-school-intranets/sci-intranet/technical-services/services/field/trk-gps-booking
10,42,portal.uea.ac.uk/en/faculty-school-intranets/sci-intranet/technical-services/services/field/rtk-gps-nav-booking
10,43,portal.uea.ac.uk/faculty-school-intranets/sci-intranet/technical-services/services/field/rtk-gps-nav-booking
10,44,portal.uea.ac.uk/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/data-protection/data-protection-act-general-faqs
10,45,portal.uea.ac.uk/en/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/data-protection/data-protection-act-general-faqs
10,46,portal.uea.ac.uk/web/about/sustainability/blog/-/asset_publisher/ySKO7wbGdMr2/content/following-on-from-plastic-free-july
10,47,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-pd2-
10,48,portal.uea.ac.uk/library/e-resources/e-books
10,49,portal.uea.ac.uk/web/hub/library/e-resources/e-books
10,50,portal.uea.ac.uk/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/data-protection/dpa-faqs-for-students/data-protection-faqs-for-researchers
10,51,portal.uea.ac.uk/en/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/data-protection/dpa-faqs-for-students/data-protection-faqs-for-researchers
10,52,portal.uea.ac.uk/arm/marketing/website-and-portal-project/-/asset_publisher/yPDc8V9Wt8dY/content/who-should-i-talk-to-if-i-have-liferay-or-issues-with-my-sites-going-forward-
10,53,portal.uea.ac.uk/en/arm/marketing/website-and-portal-project/-/asset_publisher/yPDc8V9Wt8dY/content/who-should-i-talk-to-if-i-have-liferay-or-issues-with-my-sites-going-forward-
10,54,portal.uea.ac.uk/student-support-service/living-off-campus/community-advice
10,55,portal.uea.ac.uk/en/student-support-service/living-off-campus/community-advice
10,56,portal.uea.ac.uk/itservices/storage/central-filestore/faqs
10,57,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-lts3-
10,58,portal.uea.ac.uk/student-support-service/learning-enhancement/study-resources/academic-writing-study-skills/reading-and-thinking
10,59,portal.uea.ac.uk/en/student-support-service/learning-enhancement/study-resources/academic-writing-study-skills/reading-and-thinking
10,60,portal.uea.ac.uk/partnerships-office/uea-partnerships-handbook/validation/accreditation-of-courses
10,61,portal.uea.ac.uk/en/vco/intranet/room-bookings/out-of-hours-bookings
10,62,portal.uea.ac.uk/en/postgraduate-research/pgr-course-approval-and-amendments
10,63,portal.uea.ac.uk/postgraduate-research/pgr-course-approval-and-amendments
10,64,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-lm-
10,65,portal.uea.ac.uk/ongoing-management-and-due-diligence-processes/withdrawal-of-validated-course
10,66,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-rs-
10,67,portal.uea.ac.uk/faculty-school-intranets/sci-intranet/technical-services/services/field/trk-gps-booking
10,68,portal.uea.ac.uk/arm/marketing/website-and-portal-project/-/asset_publisher/QRwgqh46ZTTy/content/if-i-have-a-site-on-wordpress-will-the-new-project-affect-me-
10,69,portal.uea.ac.uk/en/arm/marketing/website-and-portal-project/-/asset_publisher/QRwgqh46ZTTy/content/if-i-have-a-site-on-wordpress-will-the-new-project-affect-me-
10,70,portal.uea.ac.uk/web/about/media-room/uea-gigs/main-stage-john-osborne
10,71,portal.uea.ac.uk/web/about/sustainability/blog/-/asset_publisher/ySKO7wbGdMr2/content/community-garden-summer-fun
10,72,portal.uea.ac.uk/student-support-service/international-students/after-your-course
10,73,portal.uea.ac.uk/en/student-support-service/international-students/after-your-course
10,74,portal.uea.ac.uk/learning-and-teaching/students/coursework/faqs
10,75,portal.uea.ac.uk/graduationoffice/summer-graduation/on-the-day
10,76,portal.uea.ac.uk/en/graduationoffice/summer-graduation/on-the-day
10,77,portal.uea.ac.uk/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/freedom-of-information/publication-scheme/how-we-make-decisions
10,78,portal.uea.ac.uk/en/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/freedom-of-information/publication-scheme/how-we-make-decisions
10,79,portal.uea.ac.uk/student-support-service/learning-enhancement/international-students/elsp/faqs
10,80,portal.uea.ac.uk/en/student-support-service/learning-enhancement/international-students/elsp/faqs
10,81,portal.uea.ac.uk/vco/intranet/room-bookings
10,82,portal.uea.ac.uk/en/vco/intranet/room-bookings
10,83,portal.uea.ac.uk/arm/marketing/website-and-portal-project/-/asset_publisher/yPDc8V9Wt8dY/content/i-am-currently-look-to-restructure-or-refresh-my-section-of-the-website-portal-should-i-or-wait-for-the-new-website-
10,84,portal.uea.ac.uk/en/arm/marketing/website-and-portal-project/-/asset_publisher/yPDc8V9Wt8dY/content/i-am-currently-look-to-restructure-or-refresh-my-section-of-the-website-portal-should-i-or-wait-for-the-new-website-
10,85,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-ed-
10,86,portal.uea.ac.uk/arm/marketing/website-and-portal-project/-/asset_publisher/QRwgqh46ZTTy/content/can-i-still-request-or-look-to-gain-funding-for-a-new-site-
10,87,portal.uea.ac.uk/en/arm/marketing/website-and-portal-project/-/asset_publisher/QRwgqh46ZTTy/content/can-i-still-request-or-look-to-gain-funding-for-a-new-site-
10,88,portal.uea.ac.uk/student-support-service/international-students/english-language/conversation-club
10,89,portal.uea.ac.uk/en/student-support-service/international-students/english-language/conversation-club
10,90,portal.uea.ac.uk/arm/marketing/website-and-portal-project/-/asset_publisher/7CxzkvCJEF4u/content/will-the-layouts-structures-be-more-flexible-on-the-new-website-so-i-can-make-my-pages-look-better-
10,91,portal.uea.ac.uk/en/arm/marketing/website-and-portal-project/-/asset_publisher/7CxzkvCJEF4u/content/will-the-layouts-structures-be-more-flexible-on-the-new-website-so-i-can-make-my-pages-look-better-
10,92,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-pd-
10,93,portal.uea.ac.uk/web/about/sustainability/blog/-/asset_publisher/ySKO7wbGdMr2/content/fashion-revolution-ii-top-tips-for-turning-your-fashion-ethical-eco
10,94,portal.uea.ac.uk/en/arm/operations-team-intranet/courses-and-course-approvals
10,95,portal.uea.ac.uk/arm/operations-team-intranet/courses-and-course-approvals
10,96,portal.uea.ac.uk/rin/consultancy/cpd
10,97,portal.uea.ac.uk/en/rin/consultancy/cpd
10,98,portal.uea.ac.uk/accommodation/into-students
10,99,portal.uea.ac.uk/en/accommodation/into-students
10,100,portal.uea.ac.uk/web/hub/accommodation/into-students
